domega_x,domega_y,domega_z,omega_x,omega_y,omega_z,dq_w,dq_x,dq_y,dq_z,q_w,q_x,q_y,q_z,dt
-0.0334185,-0.0657038,-3.34598e-05,-0.00249575,-0.00603162,-0.000490366,2.44522e-06,-0.00124781,-0.00301587,-0.000244815,1,0.000377112,0.000616916,2.85746e-05,0.01
0.0302039,-0.0104249,9.20669e-05,-0.00219371,-0.00613587,-0.000489445,2.31329e-06,-0.00109679,-0.003068,-0.000244242,1,0.000366144,0.000586236,2.61322e-05,0.01
-0.0204115,-0.0498566,0.000279858,-0.00239782,-0.00663444,-0.000486647,2.39001e-06,-0.00119886,-0.00331728,-0.000242811,1,0.000354155,0.000553063,2.37041e-05,0.01
-0.0460459,-0.0555518,0.000441347,-0.00285828,-0.00718996,-0.000482233,2.5001e-06,-0.00142909,-0.00359503,-0.000240634,1,0.000339864,0.000517113,2.12978e-05,0.01
-0.0102757,-0.0295924,0.00056749,-0.00296104,-0.00748588,-0.000476558,2.44377e-06,-0.00148048,-0.00374299,-0.000237773,1,0.00032506,0.000479683,1.892e-05,0.01
-0.0422068,-0.0251515,0.00075075,-0.00338311,-0.00773739,-0.000469051,2.41004e-06,-0.00169151,-0.00386874,-0.000234079,1,0.000308145,0.000440996,1.65792e-05,0.01
0.0262117,-0.016613,0.000832562,-0.00312099,-0.00790352,-0.000460725,2.22739e-06,-0.00156046,-0.00395181,-0.000229833,1,0.00029254,0.000401478,1.42809e-05,0.01
-0.00207121,-0.013315,0.000991714,-0.0031417,-0.00803667,-0.000450808,2.07603e-06,-0.00157082,-0.00401838,-0.000224859,1,0.000276832,0.000361294,1.20323e-05,0.01
-0.019947,0.00799969,0.00112554,-0.00334117,-0.00795668,-0.000439552,1.90246e-06,-0.00167055,-0.00397838,-0.000219278,1,0.000260126,0.00032151,9.83953e-06,0.01
0.0327407,-0.0382074,0.00116971,-0.00301376,-0.00833875,-0.000427855,1.73458e-06,-0.00150685,-0.00416942,-0.000213328,1,0.000245058,0.000279816,7.70626e-06,0.01
0.00791609,-0.0178104,0.00130236,-0.0029346,-0.00851686,-0.000414832,1.55275e-06,-0.00146728,-0.00425847,-0.000206783,1,0.000230385,0.000237231,5.63843e-06,0.01
0.0222252,-0.0557481,0.00137486,-0.00271235,-0.00907434,-0.000401083,1.38993e-06,-0.00135615,-0.00453721,-0.000199818,1,0.000216824,0.000191859,3.64025e-06,0.01
-0.00900707,0.0195419,0.00151977,-0.00280242,-0.00887892,-0.000385886,1.15627e-06,-0.00140119,-0.0044395,-0.000192249,1,0.000202812,0.000147464,1.71776e-06,0.01
0.00607007,-0.0194919,0.00158788,-0.00274172,-0.00907384,-0.000370007,9.47377e-07,-0.00137084,-0.00453695,-0.000184285,1,0.000189103,0.000102095,-1.25093e-07,0.01
-0.00446088,0.0376104,0.00170092,-0.00278633,-0.00869773,-0.000352998,7.07426e-07,-0.00139315,-0.0043489,-0.000175819,1,0.000175172,5.86056e-05,-1.88328e-06,0.01
0.00537236,-0.00149179,0.00176414,-0.00273261,-0.00871265,-0.000335356,4.94327e-07,-0.00136629,-0.00435636,-0.000166995,1,0.000161509,1.5042e-05,-3.55323e-06,0.01
0.00510376,0.00623122,0.00184064,-0.00268157,-0.00865034,-0.00031695,2.81045e-07,-0.00134077,-0.0043252,-0.000157796,1,0.000148101,-2.821e-05,-5.13119e-06,0.01
0.00551298,0.0115289,0.00190983,-0.00262644,-0.00853505,-0.000297851,7.33386e-08,-0.0013132,-0.00426755,-0.000148257,1,0.000134969,-7.08855e-05,-6.61376e-06,0.01
0.00753891,-0.0178061,0.00196182,-0.00255105,-0.00871311,-0.000278233,-1.3758e-07,-0.00127551,-0.00435658,-0.000138438,1,0.000122214,-0.000114451,-7.99814e-06,0.01
0.00591813,0.0208317,0.00202512,-0.00249187,-0.00850479,-0.000257982,-3.35453e-07,-0.00124592,-0.00425242,-0.000128329,1,0.000109755,-0.000156976,-9.28143e-06,0.01
0.00665104,0.0216945,0.00206865,-0.00242536,-0.00828785,-0.000237296,-5.18499e-07,-0.00121266,-0.00414395,-0.000118003,1,9.76284e-05,-0.000198415,-1.04615e-05,0.01
0.00727343,0.0219322,0.00209877,-0.00235263,-0.00806853,-0.000216308,-6.86749e-07,-0.00117629,-0.00403429,-0.000107527,1,8.58655e-05,-0.000238758,-1.15367e-05,0.01
0.00826447,0.0491743,0.00212207,-0.00226998,-0.00757678,-0.000195087,-8.08178e-07,-0.00113497,-0.00378841,-9.69473e-05,1,7.45158e-05,-0.000276642,-1.25062e-05,0.01
0.00824508,0.0184932,0.00212226,-0.00218753,-0.00739185,-0.000173865,-9.42033e-07,-0.00109374,-0.00369595,-8.63543e-05,1,6.35783e-05,-0.000313602,-1.33697e-05,0.01
0.00838804,0.0178219,0.0021179,-0.00210365,-0.00721363,-0.000152686,-1.06525e-06,-0.0010518,-0.00360684,-7.57836e-05,1,5.30603e-05,-0.00034967,-1.41276e-05,0.01
0.0107643,0.0676546,0.00211481,-0.00199601,-0.00653709,-0.000131538,-1.09089e-06,-0.00099798,-0.00326856,-6.52464e-05,1,4.30805e-05,-0.000382355,-1.478e-05,0.01
0.00841254,0.0112056,0.00208592,-0.00191188,-0.00642503,-0.000110678,-1.18796e-06,-0.000955914,-0.00321253,-5.48353e-05,1,3.35214e-05,-0.000414481,-1.53284e-05,0.01
0.00970492,0.0347144,0.0020588,-0.00181483,-0.00607789,-9.00904e-05,-1.22986e-06,-0.000907388,-0.00303896,-4.45672e-05,1,2.44475e-05,-0.00044487,-1.57741e-05,0.01
0.00962378,0.0311392,0.00202446,-0.00171859,-0.00576649,-6.98458e-05,-1.26221e-06,-0.000859267,-0.00288326,-3.44701e-05,1,1.58548e-05,-0.000473703,-1.61188e-05,0.01
0.0111803,0.0517375,0.00198477,-0.00160679,-0.00524912,-4.99981e-05,-1.23093e-06,-0.000803365,-0.00262457,-2.45769e-05,1,7.82119e-06,-0.000499949,-1.63645e-05,0.01
0.01095,0.0467166,0.00193375,-0.00149729,-0.00478195,-3.06606e-05,-1.18976e-06,-0.000748614,-0.00239099,-1.49373e-05,1,3.35056e-07,-0.000523859,-1.65139e-05,0.01
0.0107131,0.041968,0.00187391,-0.00139016,-0.00436227,-1.19215e-05,-1.14247e-06,-0.000695047,-0.00218115,-5.59587e-06,1,-6.61541e-06,-0.00054567,-1.65699e-05,0.01
0.0103955,0.0374657,0.00180853,-0.0012862,-0.00398762,6.16382e-06,-1.09216e-06,-0.000643067,-0.00199382,3.41964e-06,1,-1.30461e-05,-0.000565608,-1.65357e-05,0.01
0.0101279,0.0331865,0.00173925,-0.00118493,-0.00365575,2.35563e-05,-1.0414e-06,-0.000592426,-0.00182789,1.20894e-05,1,-1.89703e-05,-0.000583887,-1.64148e-05,0.01
0.011676,0.0535212,0.00166814,-0.00106817,-0.00312054,4.02377e-05,-9.20823e-07,-0.000534045,-0.00156028,2.04011e-05,1,-2.43108e-05,-0.00059949,-1.62108e-05,0.01
0.0113166,0.0486797,0.00159029,-0.000954999,-0.00263374,5.61406e-05,-8.00604e-07,-0.000477461,-0.00131688,2.83245e-05,1,-2.90854e-05,-0.000612659,-1.59275e-05,0.01
0.010932,0.0441693,0.00150629,-0.000845679,-0.00219205,7.12035e-05,-6.8322e-07,-0.0004228,-0.00109603,3.58289e-05,1,-3.33134e-05,-0.000623619,-1.55692e-05,0.01
0.0105315,0.0399592,0.00141899,-0.000740365,-0.00179246,8.53934e-05,-5.70573e-07,-0.000370142,-0.000896236,4.28977e-05,1,-3.70148e-05,-0.000632581,-1.51403e-05,0.01
0.0101456,0.0360322,0.00132991,-0.000638908,-0.00143214,9.86925e-05,-4.64049e-07,-0.000319412,-0.000716075,4.95218e-05,1,-4.02089e-05,-0.000639742,-1.4645e-05,0.01
0.0118934,0.0592924,0.00124027,-0.000519974,-0.000839212,0.000111095,-2.7808e-07,-0.000259945,-0.000419612,5.5697e-05,1,-4.28084e-05,-0.000643938,-1.40881e-05,0.01
0.00936149,0.027977,0.00114631,-0.000426359,-0.000559442,0.000122558,-1.88386e-07,-0.000213136,-0.000279727,6.14044e-05,1,-4.49398e-05,-0.000646735,-1.3474e-05,0.01
0.0111873,0.0535069,0.00105104,-0.000314487,-2.43731e-05,0.000133069,-1.40515e-08,-0.0001572,-1.21916e-05,6.66354e-05,1,-4.65118e-05,-0.000646857,-1.28077e-05,0.01
0.0107365,0.0509921,0.000955312,-0.000207121,0.000485548,0.000142622,1.53137e-07,-0.000103518,0.000242769,7.13891e-05,1,-4.75469e-05,-0.00064443,-1.20938e-05,0.01
0.0104184,0.0490425,0.000856799,-0.000102937,0.000975973,0.00015119,3.1294e-07,-5.14259e-05,0.000487982,7.56512e-05,1,-4.80612e-05,-0.00063955,-1.13373e-05,0.01
0.00809216,0.0148563,0.000758315,-2.20158e-05,0.00112454,0.000158773,3.59969e-07,-1.09635e-05,0.000562264,7.94205e-05,1,-4.81708e-05,-0.000633927,-1.05431e-05,0.01
0.00990946,0.0469998,0.00066228,7.70788e-05,0.00159453,0.000165396,5.08137e-07,3.85834e-05,0.000797263,8.27118e-05,1,-4.7785e-05,-0.000625955,-9.71594e-06,0.01
0.00957575,0.046795,0.000569771,0.000172836,0.00206248,0.000171093,6.50471e-07,8.64616e-05,0.00103124,8.55418e-05,1,-4.69204e-05,-0.000615642,-8.86052e-06,0.01
0.0091671,0.0475781,0.000475195,0.000264507,0.00253826,0.000175845,7.88316e-07,0.000132296,0.00126913,8.79007e-05,1,-4.55974e-05,-0.000602951,-7.98152e-06,0.01
0.00748709,0.00788858,0.000382498,0.000339378,0.00261715,0.00017967,7.97461e-07,0.000169733,0.00130857,8.97925e-05,1,-4.39001e-05,-0.000589865,-7.08359e-06,0.01
0.00850087,0.0516038,0.000289537,0.000424387,0.00313319,0.000182566,9.34042e-07,0.000212236,0.00156659,9.12264e-05,1,-4.17777e-05,-0.000574199,-6.17133e-06,0.01
0.00747212,0.00804466,0.000205545,0.000499108,0.00321364,0.000184621,9.33629e-07,0.000249597,0.00160682,9.22344e-05,1,-3.92818e-05,-0.000558131,-5.24898e-06,0.01
0.00709043,0.060996,0.000115246,0.000570012,0.0038236,0.000185774,1.07872e-06,0.000285048,0.0019118,9.28028e-05,1,-3.64313e-05,-0.000539013,-4.32096e-06,0.01
0.00697241,0.0120132,3.56832e-05,0.000639736,0.00394373,0.00018613,1.07492e-06,0.00031991,0.00197186,9.29646e-05,1,-3.32322e-05,-0.000519295,-3.39131e-06,0.01
0.00699143,0.0156753,-4.80906e-05,0.000709651,0.00410048,0.000185649,1.07679e-06,0.000354867,0.00205024,9.27086e-05,1,-2.96835e-05,-0.000498792,-2.46422e-06,0.01
0.00648569,0.0209073,-0.00012617,0.000774508,0.00430955,0.000184388,1.08651e-06,0.000387294,0.00215477,9.20647e-05,1,-2.58106e-05,-0.000477245,-1.54358e-06,0.01
0.00480492,0.0287132,-0.000202073,0.000822557,0.00459669,0.000182367,1.10763e-06,0.000411318,0.00229834,9.10465e-05,1,-2.16974e-05,-0.000454261,-6.33112e-07,0.01
0.000636849,0.0413307,-0.000278212,0.000828925,0.00500999,0.000179585,1.14697e-06,0.000414502,0.00250499,8.96585e-05,1,-1.75524e-05,-0.000429211,2.63473e-07,0.01
-0.0108972,0.0656631,-0.000358415,0.000719953,0.00566662,0.000176001,1.22238e-06,0.000360015,0.00283331,8.78956e-05,1,-1.39522e-05,-0.000400878,1.14243e-06,0.01
0.0199503,-0.0488555,-0.000397398,0.000919456,0.00517807,0.000172027,1.0442e-06,0.000459765,0.00258903,8.58652e-05,1,-9.35456e-06,-0.000374988,2.00108e-06,0.01
-0.114494,0.207108,-0.000565292,-0.000225487,0.00724915,0.000166374,1.35795e-06,-0.000112705,0.00362457,8.32631e-05,1,-1.04816e-05,-0.000338742,2.83371e-06,0.01
-0.00358759,-0.0681592,-0.000525059,-0.000261363,0.00656756,0.000161123,1.11076e-06,-0.000130645,0.00328378,8.06403e-05,1,-1.17881e-05,-0.000305904,3.64012e-06,0.01
-0.00341573,-0.064367,-0.000568908,-0.00029552,0.00592389,0.000155434,9.04047e-07,-0.000147726,0.00296194,7.77972e-05,1,-1.32653e-05,-0.000276285,4.41809e-06,0.01
-0.00319003,-0.0609614,-0.000604513,-0.000327421,0.00531427,0.000149389,7.31625e-07,-0.000163678,0.00265714,7.4775e-05,1,-1.49021e-05,-0.000249714,5.16584e-06,0.01
-0.00290541,-0.0577504,-0.000641958,-0.000356475,0.00473677,0.000142969,5.88392e-07,-0.000178207,0.00236838,7.15645e-05,1,-1.66842e-05,-0.00022603,5.88148e-06,0.01
-0.00256335,-0.0546053,-0.000686538,-0.000382108,0.00419072,0.000136104,4.70025e-07,-0.000191026,0.00209536,6.81302e-05,1,-1.85944e-05,-0.000205076,6.56278e-06,0.01
0.231437,0.108503,-0.000646341,0.00193226,0.00527574,0.000129641,5.58504e-07,0.000966162,0.00263786,6.46713e-05,1,-8.93282e-06,-0.000178698,7.2095e-06,0.01
-0.0338675,-0.0327704,-0.000860115,0.00159359,0.00494804,0.00012104,4.48782e-07,0.000796823,0.00247401,6.03995e-05,1,-9.64596e-07,-0.000153957,7.81349e-06,0.01
0.055401,0.0442832,-0.000954713,0.0021476,0.00539087,0.000111492,4.15582e-07,0.00107383,0.00269543,5.55835e-05,1,9.77369e-06,-0.000127003,8.36933e-06,0.01
-0.0318676,-0.0409938,-0.00105352,0.00182892,0.00498093,0.000100957,3.06937e-07,0.000914489,0.00249046,5.03381e-05,1,1.89186e-05,-0.000102099,8.87271e-06,0.01
-0.0263496,-0.0422132,-0.00108858,0.00156543,0.0045588,9.00715e-05,2.17516e-07,0.000782738,0.00227939,4.49127e-05,1,2.6746e-05,-7.93046e-05,9.32184e-06,0.01
0.0325265,0.0296153,-0.00106333,0.00189069,0.00485495,7.94382e-05,1.66856e-07,0.000945372,0.00242747,3.95792e-05,1,3.61997e-05,-5.50299e-05,9.71763e-06,0.01
-0.0238356,-0.0432447,-0.00105251,0.00165234,0.00442251,6.89131e-05,9.14432e-08,0.000826192,0.00221125,3.43311e-05,1,4.44616e-05,-3.29174e-05,1.00609e-05,0.01
0.0226337,0.0208937,-0.00101626,0.00187867,0.00463144,5.87505e-05,3.41677e-08,0.000939361,0.00231571,2.92414e-05,1,5.38552e-05,-9.7603e-06,1.03534e-05,0.01
-0.021507,-0.0421098,-0.000988472,0.0016636,0.00421035,4.88658e-05,-2.45027e-08,0.000831824,0.00210517,2.43114e-05,1,6.21735e-05,1.12914e-05,1.05965e-05,0.01
0.0174069,0.0164333,-0.000944939,0.00183767,0.00437468,3.94164e-05,-8.20341e-08,0.000918859,0.00218733,1.95826e-05,1,7.1362e-05,3.31647e-05,1.07923e-05,0.01
-0.0195873,-0.0398301,-0.00090942,0.0016418,0.00397638,3.03222e-05,-1.24682e-07,0.000820921,0.00198818,1.50464e-05,1,7.95712e-05,5.30465e-05,1.09428e-05,0.01
0.0141859,0.0143748,-0.000864891,0.00178366,0.00412013,2.16733e-05,-1.80362e-07,0.000891851,0.00206005,1.072e-05,1,8.84898e-05,7.3647e-05,1.105e-05,0.01
-0.0181205,-0.0369066,-0.000828433,0.00160245,0.00375106,1.3389e-05,-2.09101e-07,0.000801247,0.00187552,6.58753e-06,1,9.65022e-05,9.24022e-05,1.11158e-05,0.01
0.0120375,0.013703,-0.000786744,0.00172283,0.00388809,5.52152e-06,-2.62793e-07,0.000861435,0.00194404,2.65275e-06,1,0.000105117,0.000111843,1.11424e-05,0.01
-0.0168143,-0.0338021,-0.000752612,0.00155468,0.00355007,-2.00459e-06,-2.80225e-07,0.000777362,0.00177503,-1.10194e-06,1,0.00011289,0.000129593,1.11313e-05,0.01
-0.0152928,-0.030974,-0.000718308,0.00140176,0.00324033,-9.18767e-06,-2.89033e-07,0.000700897,0.00162016,-4.68591e-06,1,0.000119899,0.000145794,1.10845e-05,0.01
-0.0139343,-0.0283028,-0.000677607,0.00126241,0.0029573,-1.59637e-05,-2.91172e-07,0.000631225,0.00147864,-8.06713e-06,1,0.000126211,0.000160581,1.10038e-05,0.01
0.0127662,0.0192603,-0.000634584,0.00139008,0.0031499,-2.23096e-05,-3.40506e-07,0.000695057,0.00157494,-1.1242e-05,1,0.000133162,0.00017633,1.08914e-05,0.01
-0.013239,-0.0257328,-0.00060873,0.00125769,0.00289258,-2.83969e-05,-3.38608e-07,0.000628862,0.00144628,-1.42801e-05,1,0.000139451,0.000190793,1.07486e-05,0.01
-0.0120346,-0.0232225,-0.000588655,0.00113734,0.00266035,-3.42834e-05,-3.32905e-07,0.000568688,0.00133017,-1.72187e-05,1,0.000145137,0.000204095,1.05764e-05,0.01
-0.0359898,-0.0661277,-0.000566975,0.000777443,0.00199907,-3.99532e-05,-2.60207e-07,0.000388736,0.00099953,-2.00423e-05,1,0.000149025,0.00021409,1.0376e-05,0.01
-0.00849013,-0.0161266,-0.000532879,0.000692542,0.00183781,-4.5282e-05,-2.48096e-07,0.000346285,0.000918897,-2.27038e-05,1,0.000152488,0.000223279,1.01489e-05,0.01
-0.0077059,-0.0142164,-0.000500681,0.000615483,0.00169564,-5.02888e-05,-2.35972e-07,0.000307756,0.000847815,-2.5205e-05,1,0.000155565,0.000231757,9.89689e-06,0.01
-0.00689037,-0.0123806,-0.000481786,0.000546579,0.00157184,-5.51067e-05,-2.24384e-07,0.000273304,0.000785912,-2.76123e-05,1,0.000158298,0.000239616,9.62077e-06,0.01
-0.0323591,-0.0595855,-0.000474247,0.000222988,0.000975983,-5.98491e-05,-1.34292e-07,0.000111506,0.000487986,-2.99751e-05,1,0.000159413,0.000244496,9.32101e-06,0.01
-0.0036698,-0.00626369,-0.000459011,0.00018629,0.000913346,-6.44392e-05,-1.26203e-07,9.31571e-05,0.000456667,-3.22696e-05,1,0.000160345,0.000249063,8.99832e-06,0.01
-0.00301731,-0.00491987,-0.00044522,0.000156117,0.000864147,-6.88914e-05,-1.1982e-07,7.80709e-05,0.000432067,-3.44956e-05,1,0.000161126,0.000253383,8.65336e-06,0.01
-0.00243764,-0.0035744,-0.000441953,0.00013174,0.000828403,-7.3311e-05,-1.15248e-07,6.58831e-05,0.000414195,-3.67055e-05,1,0.000161784,0.000257525,8.28631e-06,0.01
-0.0299894,-0.0557901,-0.000445045,-0.000168154,0.000270503,-7.77614e-05,-2.09061e-08,-8.40659e-05,0.000135246,-3.89242e-05,1,0.000160944,0.000258878,7.89706e-06,0.01
0.00052602,0.00174829,-0.000434186,-0.000162894,0.000287985,-8.21033e-05,-2.3844e-08,-8.14351e-05,0.000143987,-4.10959e-05,1,0.000160129,0.000260318,7.48611e-06,0.01
-0.0300413,-0.056671,-0.00042108,-0.000463306,-0.000278725,-8.63141e-05,7.36961e-08,-0.000231643,-0.000139368,-4.3195e-05,1,0.000157813,0.000258924,7.05416e-06,0.01
0.00328345,0.00657455,-0.000400351,-0.000430472,-0.000212979,-9.03176e-05,6.18583e-08,-0.000215225,-0.000106495,-4.51977e-05,1,0.000155661,0.000257859,6.60218e-06,0.01
0.00364443,0.00695353,-0.000378141,-0.000394028,-0.000143444,-9.4099e-05,4.94721e-08,-0.000197002,-7.17281e-05,-4.70891e-05,1,0.000153691,0.000257142,6.13129e-06,0.01
-0.031124,-0.0599066,-0.000367328,-0.000705267,-0.00074251,-9.77723e-05,1.49961e-07,-0.000352623,-0.00037126,-4.89198e-05,1,0.000150165,0.000253429,5.64209e-06,0.01
-0.0353124,-0.0683003,-0.000345602,-0.00105839,-0.00142551,-0.000101228,2.60385e-07,-0.000529187,-0.000712761,-5.06412e-05,1,0.000144873,0.000246302,5.13568e-06,0.01
0.00901099,0.015865,-0.000301298,-0.000968281,-0.00126686,-0.000104241,2.26422e-07,-0.000484131,-0.000633437,-5.21481e-05,1,0.000140031,0.000239967,4.6142e-06,0.01
0.00912945,0.015428,-0.000262626,-0.000876987,-0.00111258,-0.000106868,1.95141e-07,-0.000438483,-0.000556297,-5.34611e-05,1,0.000135647,0.000234404,4.07958e-06,0.01
0.00944026,0.0149982,-0.000241902,-0.000782584,-0.000962601,-0.000109287,1.66119e-07,-0.000391281,-0.000481306,-5.46697e-05,1,0.000131734,0.000229591,3.53289e-06,0.01
-0.0460234,-0.0885887,-0.000227686,-0.00124282,-0.00184849,-0.000111563,2.94256e-07,-0.000621399,-0.000924249,-5.58026e-05,1,0.00012552,0.000220349,2.97486e-06,0.01
0.0128432,0.0201307,-0.00019269,-0.00111439,-0.00164718,-0.00011349,2.51585e-07,-0.000557183,-0.000823596,-5.67646e-05,1,0.000119948,0.000212113,2.40722e-06,0.01
-0.126342,-0.227407,-0.000145215,-0.00237781,-0.00392125,-0.000114942,5.58618e-07,-0.0011889,-0.00196063,-5.74882e-05,1,0.000108059,0.000192506,1.83233e-06,0.01
0.0178736,0.033843,-7.61001e-05,-0.00219907,-0.00358282,-0.000115703,4.63778e-07,-0.00109953,-0.00179141,-5.78698e-05,1,9.70636e-05,0.000174592,1.25364e-06,0.01
0.0170382,0.03211,4.50432e-06,-0.00202869,-0.00326172,-0.000115658,3.83264e-07,-0.00101434,-0.00163086,-5.7848e-05,1,8.69203e-05,0.000158284,6.75156e-07,0.01
0.0163748,0.0307709,2.94398e-05,-0.00186494,-0.00295401,-0.000115364,3.14875e-07,-0.000932463,-0.00147701,-5.77012e-05,1,7.75957e-05,0.000143514,9.81436e-08,0.01
0.0158062,0.0296409,2.79733e-05,-0.00170688,-0.0026576,-0.000115084,2.5693e-07,-0.000853432,-0.0013288,-5.75615e-05,1,6.90613e-05,0.000130226,-4.77471e-07,0.01
0.0152774,0.0285897,1.9773e-05,-0.00155411,-0.0023717,-0.000114887,2.08065e-07,-0.000777045,-0.00118586,-5.74626e-05,1,6.12909e-05,0.000118367,-1.0521e-06,0.01
0.0147507,0.0275286,1.73914e-05,-0.0014066,-0.00209642,-0.000114713,1.67119e-07,-0.000703291,-0.00104821,-5.73753e-05,1,5.4258e-05,0.000107885,-1.62585e-06,0.01
0.0142013,0.0264015,2.81508e-05,-0.00126458,-0.0018324,-0.000114431,1.33058e-07,-0.000632285,-0.000916204,-5.72341e-05,1,4.79351e-05,9.87229e-05,-2.19819e-06,0.01
0.0136148,0.0251761,5.55782e-05,-0.00112844,-0.00158064,-0.000113875,1.04943e-07,-0.000564211,-0.000790324,-5.69555e-05,1,4.2293e-05,9.08197e-05,-2.76775e-06,0.01
0.0129839,0.0238386,0.000100493,-0.000998598,-0.00134225,-0.00011287,8.19122e-08,-0.000499292,-0.000671131,-5.64522e-05,1,3.73001e-05,8.41083e-05,-3.33227e-06,0.01
0.0123075,0.0223884,0.00016184,-0.000875523,-0.00111837,-0.000111252,6.31753e-08,-0.000437755,-0.000559188,-5.5642e-05,1,3.29226e-05,7.85165e-05,-3.88869e-06,0.01
0.0115883,0.0208346,0.000237318,-0.00075964,-0.000910023,-0.000108879,4.80188e-08,-0.000379814,-0.000455015,-5.44543e-05,1,2.91244e-05,7.39663e-05,-4.43323e-06,0.01
0.0108318,0.0191931,0.000323862,-0.000651322,-0.000718093,-0.00010564,3.58079e-08,-0.000325656,-0.000359049,-5.28337e-05,1,2.58679e-05,7.03758e-05,-4.96157e-06,0.01
0.0100456,0.0174836,0.000418002,-0.000550866,-0.000543257,-0.00010146,2.59892e-08,-0.000275428,-0.000271631,-5.07425e-05,1,2.31136e-05,6.76595e-05,-5.46899e-06,0.01
0.00923845,0.0157286,0.00051614,-0.000458481,-0.000385971,-9.62988e-05,1.80925e-08,-0.000229236,-0.000192988,-4.81604e-05,1,2.08212e-05,6.57296e-05,-5.9506e-06,0.01
0.00841944,0.0139515,0.000614748,-0.000374287,-0.000246456,-9.01513e-05,1.17281e-08,-0.00018714,-0.00012323,-4.50854e-05,1,1.89498e-05,6.44973e-05,-6.40145e-06,0.01
-0.0410906,-0.266724,0.000705817,-0.000785193,-0.00291369,-8.30931e-05,1.01136e-07,-0.000392585,-0.00145685,-4.15443e-05,1,1.5024e-05,4.99288e-05,-6.81689e-06,0.01
0.00828656,0.0264678,0.000824755,-0.000702327,-0.00264902,-7.48456e-05,7.11519e-08,-0.000351153,-0.00132451,-3.74204e-05,1,1.15125e-05,3.66837e-05,-7.1911e-06,0.01
0.00779522,0.0235331,0.000940703,-0.000624375,-0.00241369,-6.54386e-05,4.76302e-08,-0.000312178,-0.00120685,-3.27168e-05,1,8.39068e-06,2.46153e-05,-7.51827e-06,0.01
0.00727377,0.0211479,0.00100177,-0.000551638,-0.00220221,-5.54208e-05,2.92099e-08,-0.00027581,-0.00110111,-2.7708e-05,1,5.63258e-06,1.36042e-05,-7.79534e-06,0.01
-0.0146572,-0.0961428,0.0010243,-0.00069821,-0.00316363,-4.51778e-05,2.33096e-08,-0.000349092,-0.00158182,-2.25847e-05,1,2.14166e-06,-2.21399e-06,-8.02119e-06,0.01
0.00728235,0.0240239,0.0010328,-0.000625387,-0.00292339,-3.48498e-05,-2.70627e-09,-0.000312682,-0.0014617,-1.74211e-05,1,-9.85161e-07,-1.6831e-05,-8.1954e-06,0.01
0.00670889,0.0220451,0.00102798,-0.000558298,-0.00270294,-2.457e-05,-2.31223e-08,-0.000279138,-0.00135147,-1.22816e-05,1,-3.77654e-06,-3.03457e-05,-8.31822e-06,0.01
0.00616325,0.0204074,0.000993457,-0.000496665,-0.00249887,-1.46354e-05,-3.89137e-08,-0.000248322,-0.00124944,-7.3149e-06,1,-6.25976e-06,-4.28401e-05,-8.39137e-06,0.01
0.00572945,0.0189849,0.000941241,-0.000439371,-0.00230902,-5.22302e-06,-5.08564e-08,-0.000219676,-0.00115451,-2.60933e-06,1,-8.45652e-06,-5.43852e-05,-8.41746e-06,0.01
-0.0109711,-0.0707842,0.000879395,-0.000549082,-0.00301686,3.57093e-06,-8.4343e-08,-0.000274528,-0.00150843,1.78764e-06,1,-1.12018e-05,-6.94696e-05,-8.39959e-06,0.01
0.00576496,0.0215783,0.000822004,-0.000491432,-0.00280108,1.1791e-05,-9.99979e-08,-0.000245704,-0.00140054,5.89687e-06,1,-1.36588e-05,-8.3475e-05,-8.34062e-06,0.01
0.00530223,0.0201073,0.000767727,-0.00043841,-0.00260001,1.94682e-05,-1.11431e-07,-0.000219193,-0.00130001,9.73466e-06,1,-1.58508e-05,-9.64751e-05,-8.24327e-06,0.01
0.00477843,0.0188391,0.00070133,-0.000390626,-0.00241162,2.64815e-05,-1.19317e-07,-0.000195302,-0.00120581,1.32405e-05,1,-1.78038e-05,-0.000108533,-8.11086e-06,0.01
0.00436678,0.0176737,0.000630179,-0.000346958,-0.00223488,3.27833e-05,-1.24235e-07,-0.000173468,-0.00111744,1.63906e-05,1,-1.95385e-05,-0.000119708,-7.94696e-06,0.01
0.0039353,0.0165879,0.000559199,-0.000307605,-0.002069,3.83753e-05,-1.2669e-07,-0.000153792,-0.0010345,1.91859e-05,1,-2.10764e-05,-0.000130053,-7.7551e-06,0.01
0.00357556,0.015534,0.00049146,-0.000271849,-0.00191366,4.32899e-05,-1.27135e-07,-0.000135914,-0.000956832,2.16425e-05,1,-2.24355e-05,-0.000139621,-7.53867e-06,0.01
-0.00978117,-0.0602343,0.000428448,-0.000369661,-0.002516,4.75744e-05,-1.79611e-07,-0.000184818,-0.001258,2.37848e-05,1,-2.42837e-05,-0.000152201,-7.30083e-06,0.01
0.00366655,0.0177191,0.000378193,-0.000332995,-0.00233881,5.13563e-05,-1.81841e-07,-0.000166485,-0.00116941,2.56751e-05,1,-2.59486e-05,-0.000163895,-7.04408e-06,0.01
0.0032853,0.0164048,0.000336625,-0.000300142,-0.00217477,5.47226e-05,-1.81918e-07,-0.000150059,-0.00108738,2.73577e-05,1,-2.74492e-05,-0.000174769,-6.7705e-06,0.01
