p_x,p_y,p_z,dp_x_prime,dp_y_prime,dp_z_prime,dp_x,dp_y,dp_z,ddp_x,ddp_y,ddp_z,w_hat_x,w_hat_y,w_hat_z
0.888588,0.888613,3.58069,0.191234,0.191209,0.698271,0.193238,0.193214,0.708279,-0.200473,-0.200553,-1.0008,0.0447383,0.044738,0.08293
0.8905,0.890525,3.58767,0.185358,0.185333,0.684571,0.191234,0.191209,0.698271,-0.587525,-0.58752,-1.37001,-0.116402,-0.116369,-0.0743383
0.892354,0.892378,3.59451,0.18353,0.183506,0.674944,0.185358,0.185333,0.684571,-0.182808,-0.18278,-0.96275,0.0432188,0.0432597,0.0829676
0.894189,0.894213,3.60126,0.177841,0.177816,0.661619,0.18353,0.183506,0.674944,-0.568933,-0.568959,-1.33242,-0.117341,-0.117324,-0.0742711
0.895968,0.895991,3.60788,0.176189,0.176164,0.652365,0.177841,0.177816,0.661619,-0.165231,-0.165194,-0.925403,0.0421043,0.0421466,0.0831573
0.897729,0.897753,3.6144,0.170697,0.170672,0.639407,0.176189,0.176164,0.652365,-0.549152,-0.549176,-1.29586,-0.117298,-0.117282,-0.0741785
0.899436,0.89946,3.6208,0.169239,0.169215,0.630517,0.170697,0.170672,0.639407,-0.145811,-0.14576,-0.888972,0.0422919,0.0423382,0.0834176
0.901129,0.901152,3.6271,0.163944,0.163919,0.617914,0.169239,0.169215,0.630517,-0.529499,-0.529524,-1.26034,-0.116702,-0.116687,-0.0740687
0.902768,0.902791,3.63328,0.162696,0.162672,0.609379,0.163944,0.163919,0.617914,-0.124815,-0.124774,-0.853436,0.043766,0.043807,0.0837551
0.904395,0.904418,3.63938,0.157593,0.157568,0.597121,0.162696,0.162672,0.609379,-0.510322,-0.51034,-1.22585,-0.115613,-0.115596,-0.073935
0.905971,0.905993,3.64535,0.156564,0.15654,0.588932,0.157593,0.157568,0.597121,-0.102868,-0.102832,-0.818882,0.0463445,0.0463819,0.0841309
0.907537,0.907559,3.65124,0.151647,0.151623,0.577008,0.156564,0.15654,0.588932,-0.491698,-0.491704,-1.1924,-0.114002,-0.113982,-0.073793
0.909053,0.909075,3.65701,0.15084,0.150816,0.569154,0.151647,0.151623,0.577008,-0.0806986,-0.0806587,-0.785389,0.0497789,0.0498167,0.0845063
0.910562,0.910583,3.6627,0.146105,0.146081,0.557554,0.15084,0.150816,0.569154,-0.473536,-0.473537,-1.16002,-0.111796,-0.111775,-0.0736572
0.912023,0.912044,3.66827,0.145514,0.145491,0.550025,0.146105,0.146081,0.557554,-0.0590509,-0.0590216,-0.752893,0.0537935,0.0538262,0.0848938
0.913478,0.913499,3.67377,0.140957,0.140934,0.538738,0.145514,0.145491,0.550025,-0.45572,-0.455705,-1.12867,-0.108935,-0.108908,-0.0735313
0.914887,0.914908,3.67916,0.140571,0.140548,0.531524,0.140957,0.140934,0.538738,-0.0386045,-0.0385745,-0.721459,0.0581173,0.0581494,0.0852572
0.916293,0.916314,3.68448,0.13619,0.136167,0.52054,0.140571,0.140548,0.531524,-0.438103,-0.438082,-1.09832,-0.105364,-0.105336,-0.0734066
0.917655,0.917675,3.68968,0.13599,0.135968,0.51363,0.13619,0.136167,0.52054,-0.0199419,-0.0199177,-0.691069,0.062499,0.0625282,0.0855892
0.919015,0.919035,3.69482,0.131785,0.131762,0.50294,0.13599,0.135968,0.51363,-0.420575,-0.420547,-1.06894,-0.101063,-0.101032,-0.0732946
0.920333,0.920353,3.69985,0.131749,0.131727,0.496323,0.131785,0.131762,0.50294,-0.00353761,-0.00352454,-0.661706,0.0667138,0.066738,0.0858847
0.92165,0.92167,3.70481,0.127719,0.127697,0.485918,0.131749,0.131727,0.496323,-0.40306,-0.40302,-1.04053,-0.0960411,-0.0960065,-0.0732022
0.922927,0.922947,3.70967,0.127821,0.127799,0.479585,0.127719,0.127697,0.485918,0.0102179,0.0102264,-0.633304,0.0705553,0.0705773,0.086154
0.924206,0.924225,3.71447,0.123966,0.123945,0.469454,0.127821,0.127799,0.479585,-0.385506,-0.385459,-1.01304,-0.0903341,-0.0902963,-0.0731211
0.925445,0.925464,3.71916,0.124176,0.124155,0.463395,0.123966,0.123945,0.469454,0.0210595,0.0210681,-0.605909,0.0738551,0.0738767,0.0863674
0.926687,0.926706,3.72379,0.120497,0.120477,0.453531,0.124176,0.124155,0.463395,-0.367893,-0.367834,-0.986406,-0.0839992,-0.0839569,-0.0730474
0.927892,0.927911,3.72833,0.120785,0.120765,0.447737,0.120497,0.120477,0.453531,0.0288061,0.0287963,-0.57943,0.0764679,0.0764821,0.0865467
0.9291,0.929118,3.73281,0.117283,0.117264,0.438131,0.120785,0.120765,0.447737,-0.350219,-0.350148,-0.960606,-0.0771117,-0.0770646,-0.072979
0.930273,0.930291,3.73719,0.117617,0.117597,0.432593,0.117283,0.117264,0.438131,0.0333316,0.0333041,-0.553832,0.0782634,0.0782705,0.0866959
0.931449,0.931467,3.74151,0.114292,0.114273,0.423236,0.117617,0.117597,0.432593,-0.332438,-0.33236,-0.935682,-0.0697356,-0.069686,-0.0729438
0.932592,0.93261,3.74575,0.114638,0.114618,0.417945,0.114292,0.114273,0.423236,0.0345476,0.0345193,-0.529068,0.0791212,0.0791276,0.0868213
0.933738,0.933756,3.74993,0.111493,0.111474,0.40883,0.114638,0.114618,0.417945,-0.314482,-0.314393,-0.911513,-0.0619295,-0.0618756,-0.0729056
0.934853,0.934871,3.75401,0.111817,0.111798,0.403778,0.111493,0.111474,0.40883,0.0324005,0.0323529,-0.505157,0.078932,0.0789303,0.0869066
0.935971,0.935989,3.75805,0.108856,0.108838,0.394897,0.111817,0.111798,0.403778,-0.296131,-0.296008,-0.888102,-0.0536923,-0.0536248,-0.0728749
0.93706,0.937077,3.762,0.109123,0.109104,0.390077,0.108856,0.108838,0.394897,0.026714,0.0266329,-0.482027,0.0775368,0.0775216,0.0869695
0.938151,0.938168,3.7659,0.106354,0.106337,0.381423,0.109123,0.109104,0.390077,-0.276871,-0.276727,-0.865416,-0.0449026,-0.044827,-0.0728483
0.939215,0.939231,3.76972,0.106524,0.106506,0.376827,0.106354,0.106337,0.381423,0.0170206,0.0169106,-0.459624,0.0746608,0.0746335,0.0870227
0.94028,0.940296,3.77348,0.103972,0.103956,0.368392,0.106524,0.106506,0.376827,-0.255217,-0.255013,-0.843493,-0.0350431,-0.0349435,-0.0728501
0.94132,0.941336,3.77717,0.103989,0.103971,0.364012,0.103972,0.103956,0.368392,0.00173737,0.00155401,-0.437981,0.0695809,0.0695234,0.0870443
0.94236,0.942376,3.78081,0.101738,0.101724,0.35579,0.103989,0.103971,0.364012,-0.225147,-0.224725,-0.822207,-0.0217542,-0.0215666,-0.0728387
0.943377,0.943393,3.78437,0.101471,0.101453,0.351619,0.101738,0.101724,0.35579,-0.0266861,-0.0271475,-0.417075,0.0591629,0.0589922,0.0870343
0.944392,0.944407,3.78788,0.100276,0.100266,0.343603,0.101471,0.101453,0.351619,-0.119561,-0.118691,-0.801641,0.0220671,0.0224354,-0.0728562
0.945394,0.94541,3.79132,0.10005,0.099984,0.339635,0.100276,0.100266,0.343603,-0.0225177,-0.0281597,-0.396798,0.061859,0.0595897,0.0870275
0.946395,0.94641,3.79471,0.0979519,0.097951,0.331818,0.10005,0.099984,0.339635,-0.209842,-0.203304,-0.781713,-0.0135546,-0.0108913,-0.0728772
0.947374,0.947389,3.79803,0.0965625,0.0964922,0.328045,0.0979519,0.097951,0.331818,-0.138942,-0.145872,-0.377221,0.0155688,0.0127774,0.0869888
0.94834,0.948354,3.80131,0.0955969,0.0957205,0.320421,0.0965625,0.0964922,0.328045,-0.0965551,-0.0771791,-0.762399,0.033095,0.0409571,-0.0729002
0.949296,0.949312,3.80452,0.0939042,0.0936395,0.316838,0.0955969,0.0957205,0.320421,-0.16927,-0.2081,-0.358307,0.00394989,-0.0117618,0.086924
0.950235,0.950248,3.80769,0.0935624,0.0937787,0.309401,0.0939042,0.0936395,0.316838,-0.0341827,0.0139255,-0.743696,0.0589045,0.0784022,-0.0729323
0.951171,0.951186,3.81078,0.0909241,0.0907787,0.306001,0.0935624,0.0937787,0.309401,-0.263836,-0.300003,-0.340052,-0.0339257,-0.0485597,0.0868269
0.95208,0.952093,3.81384,0.0914669,0.0914955,0.298745,0.0909241,0.0907787,0.306001,0.0542811,0.0716768,-0.725582,0.0950234,0.102082,-0.0729727
0.952995,0.953008,3.81683,0.0882568,0.0882277,0.295521,0.0914669,0.0914955,0.298745,-0.321003,-0.326774,-0.322409,-0.0569266,-0.0592512,0.0867083
0.953877,0.953891,3.81978,0.0890283,0.0890161,0.288441,0.0882568,0.0882277,0.295521,0.0771439,0.0788346,-0.708034,0.104289,0.104986,-0.0730194
0.954768,0.954781,3.82267,0.0857265,0.0857099,0.285387,0.0890283,0.0890161,0.288441,-0.33018,-0.330618,-0.305322,-0.0607857,-0.0609515,0.0865839
0.955625,0.955638,3.82552,0.0865051,0.0864898,0.278477,0.0857265,0.0857099,0.285387,0.0778644,0.077989,-0.69106,0.104286,0.104348,-0.0730822
0.95649,0.956503,3.8283,0.0831827,0.0831671,0.275589,0.0865051,0.0864898,0.278477,-0.33224,-0.332263,-0.288787,-0.0620694,-0.0620677,0.0864487
0.957322,0.957335,3.83106,0.0839479,0.0839324,0.268843,0.0831827,0.0831671,0.275589,0.0765149,0.0765255,-0.674615,0.103136,0.10315,-0.0731493
0.958161,0.958174,3.83375,0.0806123,0.0805969,0.266114,0.0839479,0.0839324,0.268843,-0.333556,-0.333549,-0.272848,-0.0633609,-0.0633483,0.0862788
0.958967,0.95898,3.83641,0.0813631,0.0813478,0.259528,0.0806123,0.0805969,0.266114,0.0750819,0.0750861,-0.658674,0.101643,0.101654,-0.0732187
0.959781,0.959793,3.83901,0.0780186,0.0780033,0.256953,0.0813631,0.0813478,0.259528,-0.334457,-0.334451,-0.257424,-0.0647889,-0.0647775,0.0860989
0.960561,0.960573,3.84157,0.0787561,0.0787409,0.250521,0.0780186,0.0780033,0.256953,0.0737555,0.0737599,-0.643226,0.0998953,0.0999056,-0.073291
0.961349,0.961361,3.84408,0.0754078,0.0753926,0.248097,0.0787561,0.0787409,0.250521,-0.33483,-0.33483,-0.242454,-0.0662939,-0.066286,0.085929
0.962103,0.962115,3.84656,0.0761338,0.0761186,0.241814,0.0754078,0.0753926,0.248097,0.072598,0.0726051,-0.628282,0.0979341,0.0979444,-0.0733765
0.962864,0.962876,3.84898,0.0727881,0.0727729,0.239534,0.0761338,0.0761186,0.241814,-0.334568,-0.334569,-0.228016,-0.0678129,-0.0678063,0.0857325
0.963592,0.963604,3.85137,0.0735046,0.0734896,0.233396,0.0727881,0.0727729,0.239534,0.0716538,0.0716673,-0.61373,0.095801,0.0958129,-0.073434
0.964327,0.964339,3.85371,0.0701687,0.0701537,0.231256,0.0735046,0.0734896,0.233396,-0.33359,-0.333588,-0.214043,-0.0692864,-0.0692795,0.0855322
0.965029,0.96504,3.85602,0.0708785,0.0708636,0.225259,0.0701687,0.0701537,0.231256,0.0709763,0.0709903,-0.599678,0.0935457,0.093557,-0.0735123
0.965737,0.965749,3.85827,0.0675601,0.0675452,0.223254,0.0708785,0.0708636,0.225259,-0.33184,-0.331844,-0.200484,-0.0706613,-0.0706576,0.0853427
0.966413,0.966424,3.86051,0.0682663,0.0682514,0.217394,0.0675601,0.0675452,0.223254,0.0706154,0.0706262,-0.58604,0.0912214,0.0912306,-0.0735817
0.967096,0.967107,3.86268,0.064973,0.0649583,0.21552,0.0682663,0.0682514,0.217394,-0.329329,-0.32932,-0.187349,-0.0719079,-0.0718997,0.0851572
0.967745,0.967756,3.86484,0.065679,0.0656644,0.209792,0.064973,0.0649583,0.21552,0.0706048,0.0706187,-0.572837,0.0888775,0.0888873,-0.0736541
0.968402,0.968413,3.86693,0.0624184,0.0624038,0.208046,0.065679,0.0656644,0.209792,-0.326067,-0.326065,-0.174633,-0.0729935,-0.0729888,0.084972
0.969026,0.969037,3.86901,0.0631284,0.063114,0.202446,0.0624184,0.0624038,0.208046,0.0710069,0.0710248,-0.56001,0.0865767,0.0865874,-0.0737093
0.969658,0.969668,3.87104,0.0599072,0.0598927,0.200822,0.0631284,0.063114,0.202446,-0.322126,-0.32213,-0.162312,-0.0739087,-0.0739069,0.0847952
0.970257,0.970267,3.87305,0.0606259,0.0606116,0.195346,0.0599072,0.0598927,0.200822,0.0718764,0.0718887,-0.547614,0.0843794,0.0843872,-0.0737743
0.970863,0.970873,3.875,0.0574499,0.0574357,0.193843,0.0606259,0.0606116,0.195346,-0.317601,-0.317596,-0.150354,-0.0746536,-0.0746493,0.0846336
0.971437,0.971448,3.87694,0.0581823,0.0581682,0.188487,0.0574499,0.0574357,0.193843,0.0732425,0.0732541,-0.535585,0.0823358,0.0823425,-0.0738266
0.972019,0.972029,3.87882,0.0550565,0.0550424,0.187099,0.0581823,0.0581682,0.188487,-0.312586,-0.312585,-0.138758,-0.0752292,-0.0752273,0.0844861
0.97257,0.97258,3.88069,0.0558079,0.0557939,0.18186,0.0550565,0.0550424,0.187099,0.0751437,0.075156,-0.523959,0.0804983,0.0805045,-0.0738838
0.973128,0.973138,3.88251,0.0527357,0.0527218,0.180584,0.0558079,0.0557939,0.18186,-0.307221,-0.307214,-0.127578,-0.0756561,-0.0756523,0.0843262
0.973655,0.973665,3.88432,0.0535117,0.053498,0.175457,0.0527357,0.0527218,0.180584,0.0775981,0.0776183,-0.512674,0.0789091,0.0789179,-0.0739243
0.97419,0.9742,3.88607,0.0504955,0.0504818,0.17429,0.0535117,0.053498,0.175457,-0.301616,-0.301612,-0.116678,-0.0759449,-0.0759428,0.0842052
0.974695,0.974705,3.88782,0.0513017,0.0512882,0.169273,0.0504955,0.0504818,0.17429,0.0806184,0.0806408,-0.501773,0.0776059,0.0776151,-0.0739695
0.975208,0.975218,3.88951,0.0483426,0.0483292,0.168211,0.0513017,0.0512882,0.169273,-0.295915,-0.295905,-0.106174,-0.0761229,-0.0761189,0.0840729
0.975692,0.975701,3.89119,0.0491845,0.0491713,0.163299,0.0483426,0.0483292,0.168211,0.0841888,0.0842096,-0.491218,0.0766111,0.0766193,-0.0740093
0.976184,0.976193,3.89282,0.0462822,0.0462691,0.162339,0.0491845,0.0491713,0.163299,-0.290229,-0.290222,-0.0959661,-0.0762081,-0.076206,0.0839646
0.976647,0.976655,3.89445,0.0471649,0.0471521,0.157529,0.0462822,0.0462691,0.162339,0.0882764,0.0882997,-0.481001,0.0759369,0.0759457,-0.0740425
0.977118,0.977127,3.89602,0.0443183,0.0443054,0.156668,0.0471649,0.0471521,0.157529,-0.284665,-0.284666,-0.086111,-0.0762209,-0.0762217,0.0838551
0.977561,0.97757,3.89759,0.0452466,0.0452339,0.151957,0.0443183,0.0443054,0.156668,0.0928281,0.0928452,-0.47113,0.075583,0.0755889,-0.0740763
0.978014,0.978022,3.89911,0.0424535,0.0424409,0.151191,0.0452466,0.0452339,0.151957,-0.279311,-0.279301,-0.0765779,-0.0761769,-0.076174,0.0837523
0.978438,0.978447,3.90062,0.0434311,0.0434187,0.146575,0.0424535,0.0424409,0.151191,0.0977663,0.0977808,-0.461601,0.0755349,0.0755395,-0.0741142
0.978873,0.978881,3.90209,0.0406888,0.0406765,0.145902,0.0434311,0.0434187,0.146575,-0.274235,-0.274217,-0.0673342,-0.0760893,-0.0760839,0.0836644
0.97928,0.979287,3.90355,0.0417186,0.0417066,0.141378,0.0406888,0.0406765,0.145902,0.102979,0.10301,-0.452376,0.0757602,0.0757713,-0.0741445
0.979697,0.979704,3.90496,0.039024,0.039012,0.140793,0.0417186,0.0417066,0.141378,-0.269462,-0.269457,-0.0584417,-0.075958,-0.0759577,0.0835639
0.980087,0.980095,3.90637,0.040108,0.0400962,0.136359,0.039024,0.039012,0.140793,0.108401,0.108418,-0.443441,0.0762403,0.0762456,-0.0741647
0.980488,0.980496,3.90773,0.0374575,0.0374458,0.135861,0.040108,0.0400962,0.136359,-0.265045,-0.265038,-0.0498173,-0.0757981,-0.0757973,0.0834798
0.980863,0.98087,3.90909,0.0385965,0.038585,0.131513,0.0374575,0.0374458,0.135861,0.113897,0.113923,-0.434815,0.0769243,0.076933,-0.0741879
0.981249,0.981256,3.9104,0.0359868,0.0359754,0.131098,0.0385965,0.038585,0.131513,-0.260971,-0.260963,-0.0414705,-0.0756024,-0.0756011,0.0834037
0.981608,0.981616,3.91172,0.0371805,0.0371694,0.126833,0.0359868,0.0359754,0.131098,0.119376,0.119402,-0.426508,0.0777761,0.0777844,-0.0742206
0.98198,0.981987,3.91298,0.034608,0.034597,0.126498,0.0371805,0.0371694,0.126833,-0.257255,-0.257246,-0.0334637,-0.0753788,-0.0753771,0.0833074
0.982326,0.982333,3.91425,0.0358553,0.0358445,0.122314,0.034608,0.034597,0.126498,0.124728,0.124752,-0.418457,0.0787467,0.0787549,-0.0742425
0.982685,0.982692,3.91547,0.0333166,0.0333059,0.122057,0.0358553,0.0358445,0.122314,-0.253871,-0.253861,-0.0257008,-0.0751219,-0.0751201,0.0832248
0.983018,0.983025,3.91669,0.0346153,0.0346049,0.11795,0.0333166,0.0333059,0.122057,0.129871,0.129896,-0.410684,0.0797972,0.0798053,-0.0742666
0.983364,0.983371,3.91787,0.032107,0.0320966,0.117768,0.0346153,0.0346049,0.11795,-0.250831,-0.250822,-0.018164,-0.0748454,-0.0748433,0.0831587
0.983685,0.983692,3.91905,0.0334543,0.0334442,0.113736,0.032107,0.0320966,0.117768,0.134732,0.134757,-0.403196,0.0808869,0.0808951,-0.0742983
0.98402,0.984026,3.92019,0.0309733,0.0309633,0.113627,0.0334543,0.0334442,0.113736,-0.248097,-0.248089,-0.0109449,-0.0745446,-0.0745426,0.0830698
0.98433,0.984336,3.92132,0.0323659,0.0323561,0.109667,0.0309733,0.0309633,0.113627,0.139258,0.139282,-0.395933,0.0819826,0.0819908,-0.0743182
0.984653,0.984659,3.92242,0.0299092,0.0298995,0.109628,0.0323659,0.0323561,0.109667,-0.245665,-0.245661,-0.00395101,-0.0742307,-0.0742305,0.0829912
0.984952,0.984958,3.92352,0.0313432,0.0313337,0.105738,0.0299092,0.0298995,0.109628,0.143393,0.143417,-0.388964,0.0830479,0.0830561,-0.074358
0.985266,0.985272,3.92457,0.028908,0.0288986,0.105766,0.0313432,0.0313337,0.105738,-0.24352,-0.243511,0.00278927,-0.0739138,-0.0739115,0.0829068
0.985555,0.985561,3.92563,0.0303791,0.0303699,0.101944,0.028908,0.0288986,0.105766,0.147116,0.147138,-0.382178,0.0840582,0.0840657,-0.0743767
0.985859,0.985864,3.92665,0.0279627,0.0279536,0.102038,0.0303791,0.0303699,0.101944,-0.241644,-0.241634,0.00931969,-0.0736012,-0.0735987,0.0828317
0.986138,0.986144,3.92767,0.0294668,0.029458,0.098281,0.0279627,0.0279536,0.102038,0.150408,0.150438,-0.375655,0.0849898,0.0850003,-0.0744085
0.986433,0.986439,3.92865,0.0270666,0.0270578,0.0984371,0.0294668,0.029458,0.098281,-0.240013,-0.240013,0.0156035,-0.0733015,-0.0733027,0.0827481
0.986704,0.986709,3.92964,0.0285994,0.0285908,0.0947439,0.0270666,0.0270578,0.0984371,0.153277,0.153299,-0.369318,0.0858276,0.0858356,-0.0744264
0.98699,0.986995,3.93059,0.0262132,0.0262047,0.0949605,0.0285994,0.0285908,0.0947439,-0.238622,-0.238613,0.0216648,-0.073029,-0.0730268,0.0826625
0.987252,0.987257,3.93154,0.0277704,0.0277622,0.0913282,0.0262132,0.0262047,0.0949605,0.155726,0.155745,-0.363238,0.086557,0.0865637,-0.074461
0.987529,0.987535,3.93245,0.0253961,0.0253879,0.0916034,0.0277704,0.0277622,0.0913282,-0.237438,-0.237429,0.0275286,-0.072788,-0.0727853,0.0825812
0.987783,0.987789,3.93336,0.0269738,0.0269657,0.0880301,0.0253961,0.0253879,0.0916034,0.157776,0.157787,-0.357337,0.0871691,0.0871728,-0.0744865
0.988053,0.988058,3.93424,0.0246094,0.0246014,0.0883619,0.0269738,0.0269657,0.0880301,-0.236445,-0.236434,0.0331876,-0.0725878,-0.072584,0.0824989
0.988299,0.988304,3.93513,0.0262039,0.026196,0.0848456,0.0246094,0.0246014,0.0883619,0.15945,0.159459,-0.351633,0.0876574,0.0876603,-0.0745111
0.988561,0.988566,3.93598,0.0238476,0.0238399,0.0852322,0.0262039,0.026196,0.0848456,-0.235625,-0.235608,0.0386549,-0.0724366,-0.0724308,0.0824172
0.9888,0.988805,3.93683,0.0254553,0.0254478,0.0817709,0.0238476,0.0238399,0.0852322,0.160771,0.160785,-0.346124,0.0880159,0.0880208,-0.0745371
0.989054,0.989059,3.93765,0.023106,0.0230985,0.08221,0.0254553,0.0254478,0.0817709,-0.234932,-0.234924,0.0439031,-0.0723315,-0.0723289,0.0823238
0.989285,0.98929,3.93847,0.0247238,0.0247165,0.0788019,0.023106,0.0230985,0.08221,0.161776,0.161799,-0.340803,0.0882462,0.0882547,-0.0745643
0.989533,0.989537,3.93926,0.0223802,0.0223731,0.079292,0.0247238,0.0247165,0.0788019,-0.234356,-0.234345,0.0490037,-0.0722798,-0.0722762,0.0822435
0.989756,0.989761,3.94005,0.0240054,0.0239984,0.0759354,0.0223802,0.0223731,0.079292,0.16252,0.162534,-0.335652,0.0883579,0.088363,-0.0745885
0.989996,0.990001,3.94081,0.0216667,0.0216598,0.0764744,0.0240054,0.0239984,0.0759354,-0.233867,-0.23386,0.053898,-0.0722815,-0.072279,0.0821505
0.990213,0.990218,3.94157,0.023297,0.0232902,0.0731679,0.0216667,0.0216598,0.0764744,0.163023,0.163036,-0.330656,0.0883491,0.0883543,-0.0746056
0.990446,0.99045,3.94231,0.0209627,0.0209559,0.0737544,0.023297,0.0232902,0.0731679,-0.233429,-0.233423,0.05865,-0.0723313,-0.0723291,0.0820693
0.990656,0.99066,3.94304,0.022596,0.0225894,0.0704957,0.0209627,0.0209559,0.0737544,0.16333,0.163343,-0.325866,0.0882299,0.0882349,-0.0746375
0.990882,0.990886,3.94375,0.0202658,0.0202593,0.0711282,0.022596,0.0225894,0.0704957,-0.233013,-0.233007,0.0632527,-0.0724249,-0.0724228,0.081994
0.991084,0.991088,3.94446,0.0219006,0.0218941,0.0679159,0.0202658,0.0202593,0.0711282,0.163474,0.163485,-0.321238,0.0880064,0.0880108,-0.0746706
0.991303,0.991307,3.94514,0.0195746,0.0195682,0.0685925,0.0219006,0.0218941,0.0679159,-0.232599,-0.232593,0.0676592,-0.0725595,-0.0725577,0.0819028
0.991499,0.991503,3.94582,0.0212096,0.0212033,0.0654252,0.0195746,0.0195682,0.0685925,0.1635,0.163512,-0.316725,0.0876929,0.0876972,-0.0746875
0.991711,0.991715,3.94648,0.018888,0.0188817,0.0661443,0.0212096,0.0212033,0.0654252,-0.23216,-0.232161,0.0719088,-0.0727285,-0.0727292,0.0818103
0.9919,0.991904,3.94714,0.0205223,0.0205161,0.0630205,0.018888,0.0188817,0.0661443,0.163426,0.163438,-0.312381,0.087293,0.0872975,-0.0747115
0.992105,0.992109,3.94777,0.0182055,0.0181993,0.0637811,0.0205223,0.0205161,0.0630205,-0.231675,-0.231677,0.0760572,-0.0729254,-0.0729266,0.081736
0.992287,0.992291,3.94841,0.0198384,0.0198324,0.0606992,0.0182055,0.0181993,0.0637811,0.163292,0.163303,-0.308181,0.086822,0.0868258,-0.0747355
0.992486,0.992489,3.94902,0.0175272,0.0175212,0.0614995,0.0198384,0.0198324,0.0606992,-0.231122,-0.231118,0.080021,-0.0731416,-0.0731408,0.0816455
0.992661,0.992665,3.94963,0.0191586,0.0191526,0.0584582,0.0175272,0.0175212,0.0614995,0.163138,0.163139,-0.304126,0.0862962,0.0862959,-0.0747607
0.992853,0.992856,3.95021,0.0168537,0.0168478,0.0592971,0.0191586,0.0191526,0.0584582,-0.230488,-0.23048,0.0838885,-0.0733704,-0.0733683,0.081572
0.993021,0.993025,3.95081,0.0184834,0.0184776,0.0562949,0.0168537,0.0168478,0.0592971,0.162972,0.162979,-0.300218,0.0857216,0.0857235,-0.0747904
0.993206,0.993209,3.95137,0.0161858,0.01618,0.0571708,0.0184834,0.0184776,0.0562949,-0.229758,-0.229753,0.0875905,-0.0736037,-0.0736028,0.0814858
0.993368,0.993371,3.95194,0.0178142,0.0178084,0.0542065,0.0161858,0.01618,0.0571708,0.162832,0.16284,-0.296428,0.0851158,0.0851179,-0.0748144
0.993546,0.993549,3.95248,0.0155249,0.0155192,0.0551183,0.0178142,0.0178084,0.0542065,-0.228924,-0.228925,0.0911736,-0.0738338,-0.0738354,0.0814035
0.993701,0.993704,3.95304,0.0171523,0.0171466,0.0521906,0.0155249,0.0155192,0.0551183,0.162735,0.162745,-0.292768,0.0844913,0.0844934,-0.0748401
0.993873,0.993876,3.95356,0.0148723,0.0148667,0.0531365,0.0171523,0.0171466,0.0521906,-0.227997,-0.227993,0.0945924,-0.0740605,-0.0740604,0.0813058
0.994022,0.994025,3.95409,0.0164994,0.0164939,0.0502447,0.0148723,0.0148667,0.0531365,0.162711,0.162719,-0.289184,0.083864,0.0838653,-0.0748473
0.994187,0.99419,3.95459,0.0142298,0.0142243,0.0512239,0.0164994,0.0164939,0.0502447,-0.226962,-0.226957,0.0979184,-0.0742723,-0.074272,0.0812188
0.994329,0.994332,3.9551,0.0158574,0.015852,0.0483661,0.0142298,0.0142243,0.0512239,0.162763,0.162762,-0.285773,0.0832422,0.0832401,-0.0748761
0.994487,0.99449,3.95559,0.013599,0.0135936,0.0493783,0.0158574,0.015852,0.0483661,-0.225846,-0.225836,0.101221,-0.0744734,-0.0744716,0.0811684
0.994623,0.994626,3.95608,0.0152279,0.0152225,0.0465531,0.013599,0.0135936,0.0493783,0.162895,0.162893,-0.28252,0.0826333,0.0826304,-0.0749226
0.994776,0.994779,3.95655,0.0129815,0.0129761,0.0475966,0.0152279,0.0152225,0.0465531,-0.224642,-0.224639,0.104348,-0.0746556,-0.0746562,0.0810934
0.994905,0.994908,3.95702,0.0146127,0.0146075,0.0448036,0.0129815,0.0129761,0.0475966,0.163124,0.163132,-0.279302,0.0820512,0.0820519,-0.0749374
0.995052,0.995054,3.95747,0.0123791,0.0123739,0.0458771,0.0146127,0.0146075,0.0448036,-0.223359,-0.223353,0.107346,-0.0748148,-0.074815,0.0810123
0.995175,0.995178,3.95793,0.0140139,0.0140088,0.0431153,0.0123791,0.0123739,0.0458771,0.163477,0.163484,-0.27618,0.0815129,0.0815132,-0.074947
