p_x,p_y,p_z,dp_x_prime,dp_y_prime,dp_z_prime,dp_x,dp_y,dp_z,ddp_x,ddp_y,ddp_z,w_hat_x,w_hat_y,w_hat_z
1.00061,1.00061,3.97841,-0.000920002,-0.000920073,0.000936322,0.000970777,0.000970709,-0.000941599,-0.189078,-0.189078,0.187792,-0.0759248,-0.0759248,0.0760558
1.0006,1.0006,3.97842,0.000958032,0.000957961,-0.000941598,-0.000920002,-0.000920073,0.000936322,0.187803,0.187803,-0.187792,0.0766918,0.0766919,-0.0760558
1.00061,1.00061,3.97841,-0.000931893,-0.000931965,0.000936318,0.000958032,0.000957961,-0.000941598,-0.188993,-0.188993,0.187792,-0.0759298,-0.0759297,0.0760556
1.0006,1.0006,3.97842,0.000947036,0.000946962,-0.000941598,-0.000931893,-0.000931965,0.000936318,0.187893,0.187893,-0.187792,0.076691,0.0766911,-0.0760556
1.00061,1.00061,3.97841,-0.00094204,-0.000942115,0.000936317,0.000947036,0.000946962,-0.000941598,-0.188908,-0.188908,0.187792,-0.07593,-0.07593,0.0760556
1.0006,1.0006,3.97842,0.000937852,0.000937777,-0.000941599,-0.00094204,-0.000942115,0.000936317,0.187989,0.187989,-0.187792,0.0766977,0.0766977,-0.0760556
1.00061,1.00061,3.97841,-0.000950563,-0.000950639,0.000936322,0.000937852,0.000937777,-0.000941599,-0.188841,-0.188842,0.187792,-0.0759331,-0.0759331,0.0760558
1.0006,1.0006,3.97842,0.000929892,0.000929815,-0.000941598,-0.000950563,-0.000950639,0.000936322,0.188046,0.188045,-0.187792,0.0766925,0.0766926,-0.0760558
1.00061,1.00061,3.97841,-0.000957681,-0.00095776,0.000936318,0.000929892,0.000929815,-0.000941598,-0.188757,-0.188757,0.187792,-0.0759252,-0.0759252,0.0760556
1.0006,1.0006,3.97842,0.000923375,0.000923297,-0.000941599,-0.000957681,-0.00095776,0.000936318,0.188106,0.188106,-0.187792,0.0766928,0.0766929,-0.0760556
1.00061,1.00061,3.97841,-0.000963716,-0.000963796,0.000936322,0.000923375,0.000923297,-0.000941599,-0.188709,-0.188709,0.187792,-0.0759281,-0.0759281,0.0760558
1.0006,1.0006,3.97842,0.000918112,0.000918033,-0.000941598,-0.000963716,-0.000963796,0.000936322,0.188183,0.188183,-0.187792,0.0767031,0.0767031,-0.0760558
1.00061,1.00061,3.97841,-0.000968469,-0.00096855,0.000936318,0.000918112,0.000918033,-0.000941598,-0.188658,-0.188658,0.187792,-0.0759268,-0.0759268,0.0760556
1.0006,1.0006,3.97842,0.00091387,0.000913789,-0.000941598,-0.000968469,-0.00096855,0.000936318,0.188234,0.188234,-0.187792,0.0767062,0.0767062,-0.0760556
1.00061,1.00061,3.97841,-0.0009724,-0.000972482,0.000936317,0.00091387,0.000913789,-0.000941598,-0.188627,-0.188627,0.187792,-0.0759302,-0.0759302,0.0760556
1.0006,1.0006,3.97842,0.000910264,0.000910182,-0.000941599,-0.0009724,-0.000972482,0.000936317,0.188266,0.188266,-0.187792,0.0767043,0.0767043,-0.0760556
1.00061,1.00061,3.97841,-0.000975459,-0.000975542,0.000936322,0.000910264,0.000910182,-0.000941599,-0.188572,-0.188572,0.187792,-0.0759221,-0.0759221,0.0760558
1.0006,1.0006,3.97842,0.000907753,0.00090767,-0.000941598,-0.000975459,-0.000975542,0.000936322,0.188321,0.188321,-0.187792,0.0767136,0.0767137,-0.0760558
1.00061,1.00061,3.97841,-0.000977725,-0.000977809,0.000936318,0.000907753,0.00090767,-0.000941598,-0.188548,-0.188548,0.187792,-0.0759239,-0.0759239,0.0760556
1.0006,1.0006,3.97842,0.000905865,0.000905781,-0.000941599,-0.000977725,-0.000977809,0.000936318,0.188359,0.188359,-0.187792,0.0767184,0.0767185,-0.0760556
1.00061,1.00061,3.97841,-0.00097936,-0.000979445,0.000936322,0.000905865,0.000905781,-0.000941599,-0.188523,-0.188523,0.187792,-0.0759231,-0.0759231,0.0760558
1.0006,1.0006,3.97842,0.000904561,0.000904477,-0.000941598,-0.00097936,-0.000979445,0.000936322,0.188392,0.188392,-0.187792,0.0767234,0.0767234,-0.0760558
1.00061,1.00061,3.97841,-0.000980452,-0.000980537,0.000936318,0.000904561,0.000904477,-0.000941598,-0.188501,-0.188501,0.187792,-0.0759221,-0.075922,0.0760556
1.0006,1.0006,3.97842,0.000903783,0.000903698,-0.000941598,-0.000980452,-0.000980537,0.000936318,0.188424,0.188424,-0.187792,0.0767294,0.0767294,-0.0760556
1.00061,1.00061,3.97841,-0.000981031,-0.000981117,0.000936317,0.000903783,0.000903698,-0.000941598,-0.188481,-0.188482,0.187792,-0.0759199,-0.0759199,0.0760556
1.0006,1.0006,3.97842,0.000903531,0.000903446,-0.000941599,-0.000981031,-0.000981117,0.000936317,0.188456,0.188456,-0.187792,0.0767376,0.0767376,-0.0760556
1.00061,1.00061,3.97841,-0.000981126,-0.000981212,0.000936322,0.000903531,0.000903446,-0.000941599,-0.188466,-0.188466,0.187792,-0.0759178,-0.0759178,0.0760558
1.0006,1.0006,3.97842,0.000903778,0.000903692,-0.000941598,-0.000981126,-0.000981212,0.000936322,0.18849,0.18849,-0.187792,0.0767479,0.076748,-0.0760558
1.00061,1.00061,3.97841,-0.000980744,-0.00098083,0.000936318,0.000903778,0.000903692,-0.000941598,-0.188452,-0.188452,0.187792,-0.075915,-0.075915,0.0760556
1.0006,1.0006,3.97842,0.000904527,0.000904441,-0.000941599,-0.000980744,-0.00098083,0.000936318,0.188527,0.188527,-0.187792,0.0767608,0.0767609,-0.0760556
1.00061,1.00061,3.97841,-0.000979885,-0.000979971,0.000936322,0.000904527,0.000904441,-0.000941599,-0.188441,-0.188441,0.187792,-0.0759117,-0.0759117,0.0760558
1.0006,1.0006,3.97842,0.000905772,0.000905686,-0.000941598,-0.000979885,-0.000979971,0.000936322,0.188566,0.188566,-0.187792,0.0767761,0.0767761,-0.0760558
1.0006,1.0006,3.97841,-0.000978557,-0.000978644,0.000936318,0.000905772,0.000905686,-0.000941598,-0.188433,-0.188433,0.187792,-0.075908,-0.075908,0.0760556
1.00059,1.0006,3.97842,0.000907504,0.000907418,-0.000941598,-0.000978557,-0.000978644,0.000936318,0.188606,0.188606,-0.187792,0.0767936,0.0767936,-0.0760556
1.0006,1.0006,3.97841,-0.00097677,-0.000976857,0.000936317,0.000907504,0.000907418,-0.000941598,-0.188427,-0.188428,0.187792,-0.0759039,-0.0759039,0.0760556
1.00059,1.00059,3.97842,0.00090971,0.000909625,-0.000941599,-0.00097677,-0.000976857,0.000936317,0.188648,0.188648,-0.187792,0.0768132,0.0768133,-0.0760556
1.0006,1.0006,3.97841,-0.000974538,-0.000974625,0.000936322,0.00090971,0.000909625,-0.000941599,-0.188425,-0.188425,0.187792,-0.0758995,-0.0758995,0.0760558
1.00059,1.00059,3.97842,0.000912372,0.000912286,-0.000941598,-0.000974538,-0.000974625,0.000936322,0.188691,0.188691,-0.187792,0.0768346,0.0768347,-0.0760558
1.0006,1.0006,3.97841,-0.000971878,-0.000971964,0.000936318,0.000912372,0.000912286,-0.000941598,-0.188425,-0.188425,0.187792,-0.0758948,-0.0758948,0.0760556
1.00059,1.00059,3.97842,0.000915468,0.000915383,-0.000941599,-0.000971878,-0.000971964,0.000936318,0.188735,0.188735,-0.187792,0.0768577,0.0768578,-0.0760556
1.0006,1.0006,3.97841,-0.000968712,-0.000968798,0.000936322,0.000915468,0.000915383,-0.000941599,-0.188418,-0.188418,0.187792,-0.0758854,-0.0758854,0.0760558
1.00059,1.00059,3.97842,0.000919051,0.000918967,-0.000941598,-0.000968712,-0.000968798,0.000936322,0.188776,0.188776,-0.187792,0.0768823,0.0768824,-0.0760558
1.0006,1.0006,3.97841,-0.000965293,-0.000965378,0.000936318,0.000919051,0.000918967,-0.000941598,-0.188434,-0.188434,0.187792,-0.0758837,-0.0758837,0.0760556
1.00059,1.00059,3.97842,0.00092294,0.000922856,-0.000941598,-0.000965293,-0.000965378,0.000936318,0.188823,0.188823,-0.187792,0.0769103,0.0769104,-0.0760556
1.0006,1.0006,3.97841,-0.000961509,-0.000961593,0.000936317,0.00092294,0.000922856,-0.000941598,-0.188445,-0.188445,0.187792,-0.0758784,-0.0758784,0.0760556
1.00059,1.00059,3.97842,0.000927345,0.000927262,-0.000941599,-0.000961509,-0.000961593,0.000936317,0.188885,0.188885,-0.187792,0.0769456,0.0769456,-0.0760556
1.0006,1.0006,3.97841,-0.000957208,-0.000957292,0.000936322,0.000927345,0.000927262,-0.000941599,-0.188455,-0.188455,0.187792,-0.0758715,-0.0758715,0.0760558
1.00059,1.00059,3.97842,0.000931905,0.000931822,-0.000941598,-0.000957208,-0.000957292,0.000936322,0.188911,0.188911,-0.187792,0.0769682,0.0769683,-0.0760558
1.0006,1.0006,3.97841,-0.000952827,-0.000952911,0.000936318,0.000931905,0.000931822,-0.000941598,-0.188473,-0.188473,0.187792,-0.0758662,-0.0758661,0.0760556
1.00059,1.00059,3.97842,0.000936731,0.000936649,-0.000941599,-0.000952827,-0.000952911,0.000936318,0.188956,0.188956,-0.187792,0.0769993,0.0769994,-0.0760556
1.0006,1.0006,3.97841,-0.000948075,-0.000948158,0.000936322,0.000936731,0.000936649,-0.000941599,-0.188481,-0.188481,0.187792,-0.0758556,-0.0758556,0.0760558
1.00059,1.00059,3.97842,0.000941878,0.000941797,-0.000941598,-0.000948075,-0.000948158,0.000936322,0.188995,0.188995,-0.187792,0.0770297,0.0770298,-0.0760558
1.0006,1.0006,3.97841,-0.000943134,-0.000943215,0.000936318,0.000941878,0.000941797,-0.000941598,-0.188501,-0.188501,0.187792,-0.0758487,-0.0758486,0.0760556
1.00059,1.00059,3.97842,0.000947238,0.000947158,-0.000941598,-0.000943134,-0.000943215,0.000936318,0.189037,0.189037,-0.187792,0.0770623,0.0770624,-0.0760556
1.0006,1.0006,3.97841,-0.00093801,-0.000938091,0.000936317,0.000947238,0.000947158,-0.000941598,-0.188525,-0.188525,0.187792,-0.0758423,-0.0758423,0.0760556
1.00059,1.00059,3.97842,0.00095292,0.00095284,-0.000941599,-0.00093801,-0.000938091,0.000936317,0.189093,0.189093,-0.187792,0.0771015,0.0771017,-0.0760556
1.0006,1.0006,3.97841,-0.000932674,-0.000932754,0.000936322,0.00095292,0.00095284,-0.000941599,-0.188559,-0.188559,0.187792,-0.0758389,-0.0758389,0.0760558
1.00059,1.00059,3.97842,0.000958484,0.000958406,-0.000941598,-0.000932674,-0.000932754,0.000936322,0.189116,0.189116,-0.187792,0.0771284,0.0771285,-0.0760558
1.0006,1.0006,3.97841,-0.000927431,-0.00092751,0.000936318,0.000958484,0.000958406,-0.000941598,-0.188592,-0.188592,0.187792,-0.0758341,-0.0758341,0.0760556
1.00059,1.00059,3.97842,0.000964263,0.000964186,-0.000941599,-0.000927431,-0.00092751,0.000936318,0.189169,0.18917,-0.187792,0.0771681,0.0771682,-0.0760556
1.0006,1.0006,3.97841,-0.000921934,-0.000922012,0.000936322,0.000964263,0.000964186,-0.000941599,-0.18862,-0.18862,0.187792,-0.075827,-0.075827,0.0760558
1.00059,1.00059,3.97842,0.000969904,0.000969829,-0.000941598,-0.000921934,-0.000922012,0.000936322,0.189184,0.189184,-0.187792,0.0771931,0.0771932,-0.0760558
1.0006,1.0006,3.97841,-0.000916635,-0.000916712,0.000936318,0.000969904,0.000969829,-0.000941598,-0.188654,-0.188654,0.187792,-0.0758217,-0.0758217,0.0760556
1.00059,1.00059,3.97842,0.000975685,0.00097561,-0.000941598,-0.000916635,-0.000916712,0.000936318,0.189232,0.189232,-0.187792,0.0772317,0.0772319,-0.0760556
1.0006,1.0006,3.97841,-0.00091117,-0.000911245,0.000936317,0.000975685,0.00097561,-0.000941598,-0.188685,-0.188686,0.187792,-0.0758148,-0.0758148,0.0760556
1.00059,1.00059,3.97842,0.00098124,0.000981166,-0.000941599,-0.00091117,-0.000911245,0.000936317,0.189241,0.189241,-0.187792,0.0772554,0.0772556,-0.0760556
1.0006,1.0006,3.97841,-0.000905987,-0.000906061,0.000936322,0.00098124,0.000981166,-0.000941599,-0.188723,-0.188723,0.187792,-0.0758099,-0.0758098,0.0760558
1.00059,1.00059,3.97842,0.000986843,0.000986771,-0.000941598,-0.000905987,-0.000906061,0.000936322,0.189283,0.189283,-0.187792,0.0772923,0.0772925,-0.0760558
1.0006,1.0006,3.97841,-0.000900722,-0.000900796,0.000936318,0.000986843,0.000986771,-0.000941598,-0.188757,-0.188757,0.187792,-0.0758034,-0.0758034,0.0760556
1.00059,1.00059,3.97842,0.000992134,0.000992062,-0.000941599,-0.000900722,-0.000900796,0.000936318,0.189286,0.189286,-0.187792,0.0773138,0.077314,-0.0760556
1.0006,1.0006,3.97841,-0.000895713,-0.000895785,0.000936322,0.000992134,0.000992062,-0.000941599,-0.188785,-0.188785,0.187792,-0.0757946,-0.0757945,0.0760558
1.0006,1.0006,3.97842,0.000997307,0.000997408,-0.000941598,-0.000895713,-0.000895785,0.000936322,0.189302,0.189319,-0.187792,0.0773404,0.0773475,-0.0760558
1.00061,1.00061,3.97841,-0.000890903,-0.000890895,0.000936318,0.000997307,0.000997408,-0.000941598,-0.188821,-0.18883,0.187792,-0.0757896,-0.0757928,0.0760556
1.0006,1.0006,3.97842,0.00100224,0.00100227,-0.000941598,-0.000890903,-0.000890895,0.000936318,0.189314,0.189317,-0.187792,0.0773653,0.0773669,-0.0760556
1.00061,1.00061,3.97841,-0.000888525,-0.000888509,0.000936317,0.00100224,0.00100227,-0.000941598,-0.189077,-0.189078,0.187792,-0.0758731,-0.0758733,0.0760556
1.0006,1.0006,3.97842,0.000998699,0.000998721,-0.000941599,-0.000888525,-0.000888509,0.000936317,0.188722,0.188723,-0.187792,0.0771392,0.07714,-0.0760556
1.00061,1.00061,3.97841,-0.000893368,-0.000893358,0.000936322,0.000998699,0.000998721,-0.000941599,-0.189207,-0.189208,0.187792,-0.0759239,-0.0759239,0.0760558
1.0006,1.0006,3.97842,0.000988157,0.000988169,-0.000941598,-0.000893368,-0.000893358,0.000936322,0.188153,0.188153,-0.187792,0.0768987,0.0768993,-0.0760558
1.00061,1.00061,3.97841,-0.000904659,-0.00090466,0.000936318,0.000988157,0.000988169,-0.000941598,-0.189282,-0.189283,0.187792,-0.075975,-0.075975,0.0760556
1.0006,1.0006,3.97842,0.000974974,0.000974973,-0.000941599,-0.000904659,-0.00090466,0.000936318,0.187963,0.187963,-0.187792,0.076791,0.0767915,-0.0760556
1.00061,1.00061,3.97841,-0.000915596,-0.000915607,0.000936322,0.000974974,0.000974973,-0.000941599,-0.189057,-0.189058,0.187792,-0.075919,-0.075919,0.0760558
1.0006,1.0006,3.97842,0.000964559,0.000964546,-0.000941598,-0.000915596,-0.000915607,0.000936322,0.188015,0.188015,-0.187792,0.0767793,0.0767797,-0.0760558
1.00061,1.00061,3.97841,-0.000925136,-0.000925157,0.000936318,0.000964559,0.000964546,-0.000941598,-0.188969,-0.18897,0.187792,-0.0759144,-0.0759143,0.0760556
1.0006,1.0006,3.97842,0.000955691,0.00095567,-0.000941598,-0.000925136,-0.000925157,0.000936318,0.188083,0.188083,-0.187792,0.0767776,0.0767781,-0.0760556
1.00061,1.00061,3.97841,-0.000933211,-0.00093324,0.000936317,0.000955691,0.00095567,-0.000941598,-0.18889,-0.188891,0.187792,-0.0759094,-0.0759093,0.0760556
1.0006,1.0006,3.97842,0.000948208,0.00094818,-0.000941599,-0.000933211,-0.00093324,0.000936317,0.188142,0.188142,-0.187792,0.0767766,0.076777,-0.0760556
1.00061,1.00061,3.97841,-0.000940197,-0.000940234,0.000936322,0.000948208,0.00094818,-0.000941599,-0.188841,-0.188841,0.187792,-0.0759128,-0.0759128,0.0760558
1.0006,1.0006,3.97842,0.000941807,0.000941772,-0.000941598,-0.000940197,-0.000940234,0.000936322,0.1882,0.188201,-0.187792,0.0767782,0.0767787,-0.0760558
1.00061,1.00061,3.97841,-0.000945989,-0.000946031,0.000936318,0.000941807,0.000941772,-0.000941598,-0.18878,-0.18878,0.187792,-0.0759084,-0.0759083,0.0760556
1.0006,1.0006,3.97842,0.000936503,0.000936463,-0.000941599,-0.000945989,-0.000946031,0.000936318,0.188249,0.188249,-0.187792,0.0767793,0.0767798,-0.0760556
1.00061,1.00061,3.97841,-0.000950942,-0.00095099,0.000936322,0.000936503,0.000936463,-0.000941599,-0.188745,-0.188745,0.187792,-0.0759117,-0.0759117,0.0760558
1.0006,1.0006,3.97842,0.000932034,0.000931988,-0.000941598,-0.000950942,-0.00095099,0.000936322,0.188298,0.188298,-0.187792,0.0767825,0.0767829,-0.0760558
1.00061,1.00061,3.97841,-0.000954928,-0.00095498,0.000936318,0.000932034,0.000931988,-0.000941598,-0.188696,-0.188697,0.187792,-0.0759073,-0.0759072,0.0760556
1.0006,1.0006,3.97842,0.000928611,0.000928562,-0.000941598,-0.000954928,-0.00095498,0.000936318,0.188354,0.188354,-0.187792,0.0767915,0.0767919,-0.0760556
1.00061,1.00061,3.97841,-0.000958093,-0.00095815,0.000936317,0.000928611,0.000928562,-0.000941598,-0.18867,-0.188671,0.187792,-0.0759094,-0.0759093,0.0760556
1.0006,1.0006,3.97842,0.000925831,0.000925777,-0.000941599,-0.000958093,-0.00095815,0.000936317,0.188392,0.188393,-0.187792,0.0767957,0.0767962,-0.0760556
1.00061,1.00061,3.97841,-0.000960713,-0.000960773,0.000936322,0.000925831,0.000925777,-0.000941599,-0.188654,-0.188655,0.187792,-0.0759131,-0.075913,0.0760558
1.0006,1.0006,3.97842,0.000923408,0.000923352,-0.000941598,-0.000960713,-0.000960773,0.000936322,0.188412,0.188412,-0.187792,0.076794,0.0767944,-0.0760558
1.00061,1.00061,3.97841,-0.000962712,-0.000962773,0.000936318,0.000923408,0.000923352,-0.000941598,-0.188612,-0.188613,0.187792,-0.0759052,-0.0759051,0.0760556
1.0006,1.0006,3.97842,0.000921843,0.000921784,-0.000941599,-0.000962712,-0.000962773,0.000936318,0.188455,0.188456,-0.187792,0.0768032,0.0768036,-0.0760556
1.00061,1.00061,3.97841,-0.000964126,-0.00096419,0.000936322,0.000921843,0.000921784,-0.000941599,-0.188597,-0.188597,0.187792,-0.0759066,-0.0759065,0.0760558
1.0006,1.0006,3.97842,0.000920753,0.000920693,-0.000941598,-0.000964126,-0.00096419,0.000936322,0.188488,0.188488,-0.187792,0.0768096,0.0768101,-0.0760558
1.00061,1.00061,3.97841,-0.000965022,-0.000965087,0.000936318,0.000920753,0.000920693,-0.000941598,-0.188577,-0.188578,0.187792,-0.0759046,-0.0759045,0.0760556
1.0006,1.0006,3.97842,0.000920188,0.000920126,-0.000941598,-0.000965022,-0.000965087,0.000936318,0.188521,0.188521,-0.187792,0.076818,0.0768184,-0.0760556
1.00061,1.00061,3.97841,-0.000965431,-0.000965498,0.000936317,0.000920188,0.000920126,-0.000941598,-0.188562,-0.188562,0.187792,-0.0759025,-0.0759024,0.0760556
1.0006,1.0006,3.97842,0.000920124,0.000920061,-0.000941599,-0.000965431,-0.000965498,0.000936317,0.188555,0.188556,-0.187792,0.0768285,0.0768289,-0.0760556
1.00061,1.00061,3.97841,-0.000965357,-0.000965425,0.000936322,0.000920124,0.000920061,-0.000941599,-0.188548,-0.188549,0.187792,-0.0758996,-0.0758995,0.0760558
1.0006,1.0006,3.97842,0.000920568,0.000920505,-0.000941598,-0.000965357,-0.000965425,0.000936322,0.188592,0.188593,-0.187792,0.0768416,0.076842,-0.0760558
1.00061,1.00061,3.97841,-0.000964801,-0.000964869,0.000936318,0.000920568,0.000920505,-0.000941598,-0.188537,-0.188537,0.187792,-0.0758962,-0.0758961,0.0760556
1.0006,1.0006,3.97842,0.000921517,0.000921454,-0.000941599,-0.000964801,-0.000964869,0.000936318,0.188632,0.188632,-0.187792,0.0768572,0.0768576,-0.0760556
1.00061,1.00061,3.97841,-0.000963768,-0.000963835,0.000936322,0.000921517,0.000921454,-0.000941599,-0.188528,-0.188529,0.187792,-0.0758924,-0.0758923,0.0760558
1.0006,1.0006,3.97842,0.000922965,0.000922903,-0.000941598,-0.000963768,-0.000963835,0.000936322,0.188673,0.188674,-0.187792,0.0768751,0.0768756,-0.0760558
1.00061,1.00061,3.97841,-0.000962264,-0.000962331,0.000936318,0.000922965,0.000922903,-0.000941598,-0.188523,-0.188523,0.187792,-0.0758881,-0.0758881,0.0760556
1.0006,1.0006,3.97842,0.000924899,0.000924838,-0.000941598,-0.000962264,-0.000962331,0.000936318,0.188716,0.188717,-0.187792,0.0768953,0.0768958,-0.0760556
1.00061,1.00061,3.97841,-0.000960192,-0.000960257,0.000936317,0.000924899,0.000924838,-0.000941598,-0.188509,-0.18851,0.187792,-0.0758791,-0.075879,0.0760556
1.0006,1.0006,3.97842,0.000927384,0.000927325,-0.000941599,-0.000960192,-0.000960257,0.000936317,0.188758,0.188758,-0.187792,0.0769166,0.0769172,-0.0760556
1.00061,1.00061,3.97841,-0.000957708,-0.000957772,0.000936322,0.000927384,0.000927325,-0.000941599,-0.188509,-0.18851,0.187792,-0.0758733,-0.0758732,0.0760558
1.0006,1.0006,3.97842,0.000930333,0.000930276,-0.000941598,-0.000957708,-0.000957772,0.000936322,0.188804,0.188805,-0.187792,0.0769421,0.0769427,-0.0760558
1.0006,1.0006,3.97841,-0.000954913,-0.000954975,0.000936318,0.000930333,0.000930276,-0.000941598,-0.188525,-0.188525,0.187792,-0.0758722,-0.0758721,0.0760556
1.0006,1.0006,3.97842,0.00093362,0.000933566,-0.000941599,-0.000954913,-0.000954975,0.000936318,0.188853,0.188854,-0.187792,0.07697,0.0769706,-0.0760556
1.0006,1.0006,3.97841,-0.000951705,-0.000951764,0.000936322,0.00093362,0.000933566,-0.000941599,-0.188533,-0.188533,0.187792,-0.0758668,-0.0758667,0.0760558
1.0006,1.0006,3.97842,0.000937303,0.000937252,-0.000941598,-0.000951705,-0.000951764,0.000936322,0.188901,0.188902,-0.187792,0.0769985,0.0769992,-0.0760558
1.0006,1.0006,3.97841,-0.00094801,-0.000948066,0.000936318,0.000937303,0.000937252,-0.000941598,-0.188531,-0.188532,0.187792,-0.0758564,-0.0758563,0.0760556
1.00059,1.0006,3.97842,0.000941439,0.000941392,-0.000941598,-0.00094801,-0.000948066,0.000936318,0.188945,0.188946,-0.187792,0.0770273,0.077028,-0.0760556
1.0006,1.0006,3.97841,-0.000943999,-0.000944051,0.000936317,0.000941439,0.000941392,-0.000941598,-0.188544,-0.188544,0.187792,-0.0758495,-0.0758493,0.0760556
1.00059,1.0006,3.97842,0.000945928,0.000945884,-0.000941599,-0.000943999,-0.000944051,0.000936317,0.188993,0.188994,-0.187792,0.0770593,0.0770599,-0.0760556
1.0006,1.0006,3.97841,-0.000939783,-0.000939832,0.000936322,0.000945928,0.000945884,-0.000941599,-0.188571,-0.188572,0.187792,-0.0758474,-0.0758473,0.0760558
1.00059,1.0006,3.97842,0.000950804,0.000950764,-0.000941598,-0.000939783,-0.000939832,0.000936322,0.189059,0.18906,-0.187792,0.0770996,0.0771003,-0.0760558
1.0006,1.0006,3.97841,-0.000935084,-0.000935129,0.000936318,0.000950804,0.000950764,-0.000941598,-0.188589,-0.188589,0.187792,-0.07584,-0.0758399,0.0760556
1.0006,1.0006,3.97842,0.000955779,0.000955744,-0.000941599,-0.000935084,-0.000935129,0.000936318,0.189086,0.189087,-0.187792,0.0771262,0.077127,-0.0760556
1.0006,1.0006,3.97841,-0.000930352,-0.000930392,0.000936322,0.000955779,0.000955744,-0.000941599,-0.188613,-0.188614,0.187792,-0.075834,-0.0758338,0.0760558
1.0006,1.0006,3.97842,0.000960966,0.000960937,-0.000941598,-0.000930352,-0.000930392,0.000936322,0.189132,0.189133,-0.187792,0.077161,0.0771618,-0.0760558
1.00061,1.00061,3.97841,-0.000925299,-0.000925334,0.000936318,0.000960966,0.000960937,-0.000941598,-0.188627,-0.188627,0.187792,-0.0758228,-0.0758226,0.0760556
1.0006,1.0006,3.97842,0.00096642,0.000966395,-0.000941598,-0.000925299,-0.000925334,0.000936318,0.189172,0.189173,-0.187792,0.0771946,0.0771954,-0.0760556
1.00061,1.00061,3.97841,-0.000920109,-0.000920139,0.000936317,0.00096642,0.000966395,-0.000941598,-0.188653,-0.188653,0.187792,-0.0758152,-0.075815,0.0760556
1.0006,1.0006,3.97842,0.000972028,0.000972009,-0.000941599,-0.000920109,-0.000920139,0.000936317,0.189214,0.189215,-0.187792,0.07723,0.0772309,-0.0760556
1.00061,1.00061,3.97841,-0.000914792,-0.000914817,0.000936322,0.000972028,0.000972009,-0.000941599,-0.188682,-0.188683,0.187792,-0.0758083,-0.0758082,0.0760558
1.0006,1.0006,3.97842,0.000977726,0.000977712,-0.000941598,-0.000914792,-0.000914817,0.000936322,0.189252,0.189253,-0.187792,0.0772648,0.0772657,-0.0760558
1.00061,1.00061,3.97841,-0.000909411,-0.000909432,0.000936318,0.000977726,0.000977712,-0.000941598,-0.188714,-0.188714,0.187792,-0.0758012,-0.075801,0.0760556
1.0006,1.0006,3.97842,0.000983483,0.000983475,-0.000941599,-0.000909411,-0.000909432,0.000936318,0.189289,0.189291,-0.187792,0.0773002,0.0773012,-0.0760556
1.00061,1.00061,3.97841,-0.000903988,-0.000904003,0.000936322,0.000983483,0.000983475,-0.000941599,-0.188747,-0.188748,0.187792,-0.0757945,-0.0757943,0.0760558
1.0006,1.0006,3.97842,0.000989239,0.000989408,-0.000941598,-0.000903988,-0.000904003,0.000936322,0.189323,0.189341,-0.187792,0.0773344,0.0773423,-0.0760558
1.00061,1.00061,3.97841,-0.000898587,-0.000898505,0.000936318,0.000989239,0.000989408,-0.000941598,-0.188783,-0.188791,0.187792,-0.0757876,-0.0757906,0.0760556
1.0006,1.0006,3.97842,0.000994963,0.000995071,-0.000941598,-0.000898587,-0.000898505,0.000936318,0.189355,0.189358,-0.187792,0.0773687,0.0773703,-0.0760556
1.00061,1.00061,3.97841,-0.000893229,-0.000893134,0.000936317,0.000994963,0.000995071,-0.000941598,-0.188819,-0.188821,0.187792,-0.0757812,-0.0757813,0.0760556
1.0006,1.0006,3.97842,0.000997383,0.000997489,-0.000941599,-0.000893229,-0.000893134,0.000936317,0.189061,0.189062,-0.187792,0.0772714,0.0772723,-0.0760556
1.00061,1.00061,3.97841,-0.000893893,-0.000893797,0.000936322,0.000997383,0.000997489,-0.000941599,-0.189128,-0.189129,0.187792,-0.0758901,-0.0758899,0.0760558
1.0006,1.0006,3.97842,0.000991131,0.000991234,-0.000941598,-0.000893893,-0.000893797,0.000936322,0.188502,0.188503,-0.187792,0.0770491,0.0770498,-0.0760558
1.00061,1.00061,3.97841,-0.000901109,-0.000901016,0.000936318,0.000991131,0.000991234,-0.000941598,-0.189224,-0.189225,0.187792,-0.0759365,-0.0759364,0.0760556
1.0006,1.0006,3.97842,0.000978605,0.000978702,-0.000941599,-0.000901109,-0.000901016,0.000936318,0.187971,0.187972,-0.187792,0.0768163,0.0768169,-0.0760556
1.00061,1.00061,3.97841,-0.000911952,-0.000911865,0.000936322,0.000978605,0.000978702,-0.000941599,-0.189056,-0.189057,0.187792,-0.0758963,-0.0758962,0.0760558
1.0006,1.0006,3.97842,0.000968782,0.000968873,-0.000941598,-0.000911952,-0.000911865,0.000936322,0.188073,0.188074,-0.187792,0.0768258,0.0768264,-0.0760558
1.00061,1.00061,3.97841,-0.000921061,-0.000921089,0.000936318,0.000968782,0.000968873,-0.000941598,-0.188984,-0.188996,0.187792,-0.0758968,-0.0759012,0.0760556
1.0006,1.0006,3.97842,0.000960688,0.000960683,-0.000941598,-0.000921061,-0.000921089,0.000936318,0.188175,0.188177,-0.187792,0.0768396,0.076841,-0.0760556
